,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777777,0.8888888888888888,1.0
3,0.21030000000000007,0.18309999999999998,0.19839999999999997,0.19689999999999996,0.19290000000000007,0.2058,0.19200000000000003,0.1862,0.2045,0.18770000000000003
4,0.18450000000000003,0.19760000000000003,0.19939999999999997,0.1857,0.19030000000000005,0.17889999999999995,0.177,0.2059,0.2107,0.1909
5,0.19369999999999998,0.19619999999999999,0.1925,0.19279999999999997,0.17650000000000002,0.19469999999999998,0.1929,0.1935,0.1884,0.2082
6,0.19279999999999994,0.2051,0.1945,0.19250000000000006,0.18600000000000005,0.1795,0.19829999999999998,0.1855,0.2187,0.19030000000000002
7,0.19309999999999994,0.19949999999999996,0.17839999999999998,0.1961,0.18969999999999998,0.2058,0.18190000000000006,0.18619999999999998,0.2107,0.20729999999999996
8,0.19950000000000004,0.1845,0.17700000000000002,0.18360000000000004,0.18810000000000002,0.18719999999999998,0.1881,0.196,0.1862,0.18639999999999998
9,0.18040000000000003,0.19320000000000004,0.20600000000000002,0.19440000000000002,0.1822,0.1758,0.20660000000000003,0.1887,0.21940000000000004,0.1978
10,0.17750000000000005,0.1831,0.19949999999999998,0.18159999999999996,0.20470000000000002,0.1989,0.1935,0.18870000000000003,0.20130000000000003,0.1894
11,0.1898,0.18699999999999994,0.18299999999999997,0.1761,0.19190000000000002,0.18869999999999998,0.19870000000000002,0.20609999999999995,0.2162,0.19520000000000004
12,0.19389999999999996,0.17590000000000003,0.18100000000000002,0.18330000000000002,0.19599999999999995,0.19580000000000003,0.20650000000000002,0.19860000000000003,0.19770000000000004,0.20040000000000002
