,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777777,0.8888888888888888,1.0
3,0.1562,0.1502,0.15279999999999996,0.1484,0.1603,0.15080000000000005,0.16010000000000005,0.14999999999999997,0.16700000000000004,0.15899999999999997
4,0.1638,0.15500000000000003,0.16490000000000002,0.154,0.153,0.1416,0.15530000000000002,0.17079999999999998,0.1528,0.15710000000000002
5,0.15830000000000002,0.15139999999999998,0.1466,0.1638,0.1501,0.15910000000000002,0.1613,0.165,0.15280000000000002,0.14240000000000003
6,0.1423,0.1558,0.16149999999999998,0.1504,0.15180000000000002,0.15389999999999998,0.15809999999999996,0.1439,0.15089999999999998,0.16079999999999997
7,0.146,0.157,0.1512,0.1582,0.1532,0.1393,0.1553,0.14859999999999998,0.1519,0.1502
8,0.16579999999999998,0.1484,0.1609,0.15250000000000002,0.15059999999999998,0.1528,0.15389999999999998,0.16169999999999998,0.1545,0.16449999999999995
9,0.1526,0.14420000000000002,0.15560000000000004,0.1609,0.1512,0.1606,0.1544,0.16440000000000002,0.1425,0.14679999999999999
10,0.1591,0.1598,0.1498,0.1508,0.1696,0.1573,0.1542,0.1444,0.15880000000000002,0.16840000000000002
11,0.14200000000000002,0.1477,0.1528,0.15489999999999998,0.14750000000000002,0.16419999999999998,0.15380000000000002,0.1474,0.1591,0.1563
12,0.14340000000000003,0.1539,0.1546,0.1586,0.15439999999999998,0.152,0.1465,0.1578,0.1555,0.1536
