,0.5
0.01,0.9866
0.03,0.9851
0.05,0.9868
0.06999999999999999,0.9872
0.09,0.9863
0.11,0.9869
0.13,0.9857
0.15000000000000002,0.9848
0.17,0.9822
0.19,0.9839
0.21000000000000002,0.9864
0.23,0.9829
0.25,0.9847
0.27,0.9846
0.29000000000000004,0.9833
0.31,0.9822
0.33,0.983
0.35000000000000003,0.9846
0.37,0.9828
0.39,0.9822
0.41000000000000003,0.9832
0.43,0.981
0.45,0.9797
0.47000000000000003,0.9808
0.49,0.9802
0.51,0.9788
0.53,0.9765
0.55,0.9743
0.5700000000000001,0.9763
0.59,0.9743
0.61,0.9725
0.63,0.9722
0.65,0.9679
0.67,0.9616
0.6900000000000001,0.9638
0.7100000000000001,0.9584
0.73,0.9552
0.75,0.9471
0.77,0.9402
0.79,0.9295
0.81,0.9212
0.8300000000000001,0.9097
0.85,0.889
0.87,0.8693
0.89,0.8339
0.91,0.7831
0.93,0.7256
0.9500000000000001,0.6176
0.97,0.4407
0.99,0.1572
