,0.5
0.01,0.0355
0.03,0.0379
0.05,0.033
0.06999999999999999,0.0363
0.09,0.0348
0.11,0.035
0.13,0.0377
0.15000000000000002,0.0341
0.17,0.0391
0.19,0.0386
0.21000000000000002,0.0363
0.23,0.0365
0.25,0.0332
0.27,0.0329
0.29000000000000004,0.0361
0.31,0.0337
0.33,0.0382
0.35000000000000003,0.0361
0.37,0.0354
0.39,0.0367
0.41000000000000003,0.0333
0.43,0.0366
0.45,0.0352
0.47000000000000003,0.0355
0.49,0.0383
0.51,0.0401
0.53,0.0379
0.55,0.0355
0.5700000000000001,0.0354
0.59,0.0345
0.61,0.037
0.63,0.034
0.65,0.0363
0.67,0.0329
0.6900000000000001,0.0333
0.7100000000000001,0.0367
0.73,0.0351
0.75,0.0343
0.77,0.0377
0.79,0.0343
0.81,0.0348
0.8300000000000001,0.0328
0.85,0.0328
0.87,0.0298
0.89,0.0284
0.91,0.0306
0.93,0.026
0.9500000000000001,0.0228
0.97,0.0157
0.99,0.0063
