,0.01,0.03,0.05,0.06999999999999999,0.09,0.11,0.13,0.15000000000000002,0.17,0.19,0.21000000000000002,0.23,0.25,0.27,0.29000000000000004,0.31,0.33,0.35000000000000003,0.37,0.39,0.41000000000000003,0.43,0.45,0.47000000000000003,0.49,0.51,0.53,0.55,0.5700000000000001,0.59,0.61,0.63,0.65,0.67,0.6900000000000001,0.7100000000000001,0.73,0.75,0.77,0.79,0.81,0.8300000000000001,0.85,0.87,0.89,0.91,0.93,0.9500000000000001,0.97,0.99
3,0.6592,0.6569,0.6515,0.6553,0.6539,0.651,0.6476,0.6414,0.6407,0.6344,0.646,0.636,0.6249,0.6336,0.6194,0.6106,0.6135,0.6209,0.6075,0.613,0.6047,0.5985,0.6111,0.5892,0.5819,0.5817,0.5728,0.5668,0.5606,0.5559,0.5561,0.5475,0.5236,0.5247,0.5218,0.5043,0.5054,0.4882,0.4869,0.4875,0.4734,0.4669,0.4586,0.4384,0.41,0.4444,0.4119,0.4193,0.4068,0.4067
