,0.01,0.03,0.05,0.06999999999999999,0.09,0.11,0.13,0.15000000000000002,0.17,0.19,0.21000000000000002,0.23,0.25,0.27,0.29000000000000004,0.31,0.33,0.35000000000000003,0.37,0.39,0.41000000000000003,0.43,0.45,0.47000000000000003,0.49,0.51,0.53,0.55,0.5700000000000001,0.59,0.61,0.63,0.65,0.67,0.6900000000000001,0.7100000000000001,0.73,0.75,0.77,0.79,0.81,0.8300000000000001,0.85,0.87,0.89,0.91,0.93,0.9500000000000001,0.97,0.99
3,0.2354,0.232,0.2277,0.2181,0.2173,0.2365,0.2088,0.2214,0.2103,0.225,0.2214,0.2147,0.2096,0.2098,0.202,0.2196,0.2059,0.2286,0.1946,0.197,0.1933,0.1943,0.2137,0.1998,0.194,0.1952,0.1988,0.1749,0.1813,0.1676,0.171,0.1651,0.1582,0.1624,0.1794,0.14,0.1627,0.1523,0.1106,0.1126,0.1217,0.1107,0.1068,0.1077,0.1076,0.1041,0.1022,0.1006,0.1009,0.1069
