,0.01,0.03,0.05,0.06999999999999999,0.09,0.11,0.13,0.15000000000000002,0.17,0.19,0.21000000000000002,0.23,0.25,0.27,0.29000000000000004,0.31,0.33,0.35000000000000003,0.37,0.39,0.41000000000000003,0.43,0.45,0.47000000000000003,0.49,0.51,0.53,0.55,0.5700000000000001,0.59,0.61,0.63,0.65,0.67,0.6900000000000001,0.7100000000000001,0.73,0.75,0.77,0.79,0.81,0.8300000000000001,0.85,0.87,0.89,0.91,0.93,0.9500000000000001,0.97,0.99
3,0.5051,0.5128,0.5112,0.5105,0.4907,0.4891,0.4939,0.5058,0.4862,0.4931,0.4848,0.49,0.488,0.4795,0.4833,0.4875,0.4733,0.4681,0.4609,0.4797,0.4642,0.4589,0.4417,0.4417,0.4296,0.4447,0.4326,0.431,0.4231,0.394,0.4014,0.3876,0.3829,0.3701,0.3731,0.3577,0.3544,0.3421,0.3085,0.3181,0.2989,0.2973,0.2875,0.2679,0.2557,0.2283,0.2411,0.2372,0.2203,0.2151
