,0.5
0.01,0.9994
0.03,0.9995
0.05,0.9996
0.06999999999999999,0.9996
0.09,0.9997
0.11,0.9998
0.13,0.9998
0.15000000000000002,0.9995
0.17,0.9995
0.19,0.9998
0.21000000000000002,1.0
0.23,0.9998
0.25,0.9996
0.27,0.9998
0.29000000000000004,0.9997
0.31,0.9996
0.33,0.9996
0.35000000000000003,0.9996
0.37,0.9992
0.39,0.9997
0.41000000000000003,0.9998
0.43,0.9995
0.45,0.9996
0.47000000000000003,0.9998
0.49,0.9994
0.51,0.9993
0.53,0.9991
0.55,0.9996
0.5700000000000001,0.9996
0.59,0.9989
0.61,0.9976
0.63,0.9981
0.65,0.9985
0.67,0.9985
0.6900000000000001,0.9982
0.7100000000000001,0.9971
0.73,0.9964
0.75,0.996
0.77,0.9948
0.79,0.9944
0.81,0.9924
0.8300000000000001,0.9869
0.85,0.9829
0.87,0.9768
0.89,0.9648
0.91,0.9384
0.93,0.8967
0.9500000000000001,0.8096
0.97,0.6467
0.99,0.2442
