,0.5
0.01,0.4072
0.03,0.4087
0.05,0.4079
0.06999999999999999,0.4151
0.09,0.4077
0.11,0.4149
0.13,0.4081
0.15000000000000002,0.4094
0.17,0.4116
0.19,0.4051
0.21000000000000002,0.4164
0.23,0.4112
0.25,0.417
0.27,0.3986
0.29000000000000004,0.4111
0.31,0.4127
0.33,0.4102
0.35000000000000003,0.4145
0.37,0.4164
0.39,0.4132
0.41000000000000003,0.4118
0.43,0.4088
0.45,0.4178
0.47000000000000003,0.4108
0.49,0.4123
0.51,0.4091
0.53,0.4027
0.55,0.4071
0.5700000000000001,0.4072
0.59,0.4216
0.61,0.4139
0.63,0.4108
0.65,0.3976
0.67,0.3994
0.6900000000000001,0.401
0.7100000000000001,0.4041
0.73,0.4048
0.75,0.4001
0.77,0.3981
0.79,0.3957
0.81,0.3907
0.8300000000000001,0.391
0.85,0.374
0.87,0.3679
0.89,0.3624
0.91,0.3337
0.93,0.301
0.9500000000000001,0.2529
0.97,0.1596
0.99,0.0783
