,0.5
0.01,0.9861
0.03,0.9863
0.05,0.9865
0.06999999999999999,0.9858
0.09,0.9858
0.11,0.9864
0.13,0.9853
0.15000000000000002,0.9855
0.17,0.9877
0.19,0.9861
0.21000000000000002,0.9847
0.23,0.983
0.25,0.9853
0.27,0.9859
0.29000000000000004,0.9842
0.31,0.986
0.33,0.9836
0.35000000000000003,0.984
0.37,0.9823
0.39,0.9811
0.41000000000000003,0.9828
0.43,0.98
0.45,0.9804
0.47000000000000003,0.9808
0.49,0.9768
0.51,0.9777
0.53,0.9772
0.55,0.9773
0.5700000000000001,0.9759
0.59,0.9718
0.61,0.9713
0.63,0.9697
0.65,0.9677
0.67,0.9647
0.6900000000000001,0.9588
0.7100000000000001,0.9588
0.73,0.9523
0.75,0.9471
0.77,0.9423
0.79,0.9323
0.81,0.9211
0.8300000000000001,0.9027
0.85,0.8843
0.87,0.8704
0.89,0.8251
0.91,0.7794
0.93,0.7116
0.9500000000000001,0.6123
0.97,0.4426
0.99,0.1477
